         565223 function calls (542918 primitive calls) in 20.704 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       50    0.000    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\requests\utils.py:1016(get_auth_from_url)
      908    0.001    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\autograd\grad_mode.py:78(__enter__)
      312    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1509(_get_spec)
       50    0.000    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\requests\sessions.py:159(resolve_redirects)
     1816    0.001    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\autograd\grad_mode.py:182(__init__)
       51    0.002    0.000    0.002    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\socket.py:220(__init__)
      301    0.001    0.000    0.002    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\typing.py:137(_type_check)
       75    0.001    0.000    0.002    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\logging\__init__.py:1514(findCaller)
      301    0.002    0.000    0.002    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\threading.py:82(RLock)
        1    0.000    0.000    0.002    0.002 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\arrays\sparse\array.py:1(<module>)
     3197    0.002    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\nn\modules\module.py:2287(named_children)
     1150    0.002    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\requests\structures.py:46(__setitem__)
      550    0.001    0.000    0.002    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\email\_policybase.py:281(_sanitize_header)
       25    0.000    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\_ops.py:687(__call__)
      500    0.002    0.000    0.002    0.000 {method 'tobytes' of 'memoryview' objects}
        1    0.000    0.000    0.002    0.002 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\reshape\melt.py:1(<module>)
      100    0.000    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\urllib3\response.py:599(release_conn)
       75    0.000    0.000    0.002    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\ntpath.py:214(basename)
      108    0.000    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\_tensor.py:980(__iter__)
      100    0.001    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\urllib3\poolmanager.py:200(__init__)
       25    0.002    0.000    0.002    0.000 {built-in method torch._ops.torchvision.nms}
        1    0.000    0.000    0.002    0.002 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\window\expanding.py:1(<module>)
      299    0.000    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\nn\modules\module.py:2170(parameters)
     6461    0.002    0.000    0.002    0.000 {method 'get' of 'dict' objects}
       50    0.001    0.000    0.002    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\http\cookiejar.py:1353(add_cookie_header)
      550    0.002    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\urllib3\response.py:249(put)
       50    0.002    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\urllib3\poolmanager.py:96(_default_key_normalizer)
      251    0.001    0.000    0.002    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\_collections_abc.py:767(__contains__)
       25    0.001    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\ultralytics\utils\plotting.py:74(__init__)
      100    0.001    0.000    0.002    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\urllib\parse.py:494(urlunparse)
     1892    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:114(<listcomp>)
      926    0.001    0.000    0.002    0.000 {built-in method builtins.max}
        6    0.001    0.000    0.002    0.000 c:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\group-f\src\main\DirectionalPIDController.py:147(control_step)
        1    0.000    0.000    0.002    0.002 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\window\expanding.py:51(Expanding)
      100    0.000    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\requests\adapters.py:360(close)
      150    0.001    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\nn\modules\container.py:288(__getitem__)
       80    0.001    0.000    0.002    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\ntpath.py:180(split)
      298    0.000    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\nn\parameter.py:33(__new__)
     4104    0.002    0.000    0.002    0.000 {method 'join' of 'str' objects}
      250    0.001    0.000    0.002    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\email\_policybase.py:293(header_source_parse)
       50    0.001    0.000    0.002    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\queue.py:34(__init__)
      125    0.001    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\ultralytics\engine\predictor.py:369(run_callbacks)
        1    0.000    0.000    0.002    0.002 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\cpuinfo\cpuinfo.py:28(<module>)
      150    0.000    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\requests\cookies.py:534(<listcomp>)
     1286    0.001    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\nn\parameter.py:8(__instancecheck__)
      299    0.000    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\nn\modules\module.py:2195(named_parameters)
       18    0.000    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\numpy\core\arrayprint.py:410(<lambda>)
       50    0.000    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\requests\structures.py:76(copy)
     8119    0.002    0.000    0.002    0.000 {method 'endswith' of 'str' objects}
       50    0.001    0.000    0.002    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\http\client.py:208(_read_headers)
     1150    0.001    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\PIL\_binary.py:80(i16be)
      188    0.000    0.000    0.002    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\re.py:188(match)
        3    0.000    0.000    0.002    0.001 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\dataclasses.py:1012(wrap)
        3    0.000    0.000    0.002    0.001 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\dataclasses.py:809(_process_class)
   141/18    0.001    0.000    0.002    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:87(_compile)
        1    0.000    0.000    0.002    0.002 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\computation\expr.py:1(<module>)
      200    0.000    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\requests\utils.py:1032(check_header_validity)
      266    0.001    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\util\_decorators.py:379(<listcomp>)
       50    0.001    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\PIL\JpegImagePlugin.py:60(APP)
       50    0.001    0.000    0.002    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\email\feedparser.py:101(push)
        1    0.000    0.000    0.002    0.002 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\pytables.py:1(<module>)
       18    0.000    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\numpy\core\arrayprint.py:1223(__init__)
       50    0.000    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\urllib3\connectionpool.py:297(_put_conn)
      300    0.001    0.000    0.002    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\http\cookiejar.py:1219(vals_sorted_by_key)
      908    0.001    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\autograd\grad_mode.py:82(__exit__)
      400    0.001    0.000    0.002    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\urllib\parse.py:201(_hostinfo)
        1    0.000    0.000    0.002    0.002 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\array_algos\take.py:1(<module>)
      719    0.002    0.000    0.002    0.000 {built-in method _thread.allocate_lock}
        5    0.000    0.000    0.002    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\importlib\__init__.py:109(import_module)
        1    0.000    0.000    0.002    0.002 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\arrays\datetimelike.py:1(<module>)
      950    0.001    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\requests\structures.py:51(__getitem__)
        5    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:1018(_gcd_import)
      330    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:58(__init__)
        1    0.000    0.000    0.002    0.002 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\tools\datetimes.py:1(<module>)
      400    0.001    0.000    0.002    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\email\feedparser.py:128(__next__)
       50    0.000    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\urllib3\connectionpool.py:1149(_normalize_host)
     1153    0.001    0.000    0.002    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\threading.py:256(__enter__)
       50    0.001    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\urllib3\response.py:299(__init__)
      250    0.001    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\PIL\JpegImagePlugin.py:55(Skip)
      299    0.001    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\nn\modules\module.py:2156(_named_members)
     1103    0.001    0.000    0.002    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\threading.py:271(_is_owned)
     3461    0.002    0.000    0.002    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.002    0.002 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\dateutil\tz\tz.py:1552(__call__)
       50    0.001    0.000    0.002    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\email\feedparser.py:139(__init__)
        3    0.000    0.000    0.002    0.001 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\threading.py:880(start)
        1    0.000    0.000    0.002    0.002 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\dateutil\tz\tz.py:1590(nocache)
      776    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:87(acquire)
        1    0.000    0.000    0.002    0.002 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\dateutil\tz\win.py:215(__init__)
       50    0.000    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\urllib3\connection.py:133(__init__)
       64    0.002    0.000    0.002    0.000 {rectangle}
      298    0.002    0.000    0.002    0.000 {built-in method _make_subclass}
        1    0.000    0.000    0.002    0.002 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\parsers\arrow_parser_wrapper.py:1(<module>)
      267    0.002    0.000    0.002    0.000 {method 'view' of 'torch._C._TensorBase' objects}
      100    0.001    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\urllib3\util\retry.py:198(__init__)
        1    0.000    0.000    0.002    0.002 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\window\rolling.py:1850(Rolling)
       50    0.001    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\urllib3\util\response.py:40(assert_header_parsing)
      182    0.002    0.000    0.002    0.000 {built-in method numpy.array}
      724    0.001    0.000    0.002    0.000 {method '_checkReadable' of '_io._IOBase' objects}
      184    0.000    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\_utils.py:389(_rebuild_parameter)
       75    0.000    0.000    0.002    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\logging\__init__.py:916(format)
      114    0.002    0.000    0.002    0.000 {method 'copy_' of 'torch._C._TensorBase' objects}
      500    0.002    0.000    0.002    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        1    0.000    0.000    0.002    0.002 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\dateutil\tz\win.py:347(valuestodict)
        9    0.000    0.000    0.002    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\enum.py:179(__new__)
     4002    0.002    0.000    0.002    0.000 {method 'replace' of 'str' objects}
       50    0.000    0.000    0.002    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\email\message.py:451(items)
      750    0.001    0.000    0.002    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\urllib3\util\util.py:19(to_str)
       57    0.000    0.000    0.001    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\nn\modules\module.py:2419(requires_grad_)
        6    0.001    0.000    0.001    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\numpy\linalg\linalg.py:2191(lstsq)
      830    0.001    0.000    0.001    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\nn\modules\module.py:1154(convert)
        1    0.000    0.000    0.001    0.001 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\indexers\objects.py:1(<module>)
